"751010101",2.8333,50.4560,266.9532,100.1550,107.3681,0,167.0183,167.8011
"751010102",0.0000,35.8095,57.3010,26.8623,28.1620,58.7973,45.1878,57.0804
"751010103",2.6495,14.0829,134.2313,58.5797,42.2420,26.6948,40.7108,82.0527
"751010104",0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
"751010105",0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
"751010199",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000
"751010201",0.0000,72.0684,771.9839,355.2009,266.4168,78.1594,285.9290,319.4416
"751010202",0.0000,94.5811,646.0008,266.5055,148.5588,70.7112,304.6792,231.8406
"751010203",0.0000,91.5652,761.9331,339.3668,185.7361,54.5010,364.5783,329.2925
"751010204",0.0000,71.6125,728.7926,363.4903,308.1558,52.5723,223.7069,327.9824
"751010205",0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
"751010206",0.0000,39.4257,172.5268,47.7806,64.2288,26.2335,69.4870,79.5648
"751010301",0.0000,121.3815,803.8504,311.8829,308.5583,75.6516,456.1126,467.8930
"751010302",0.0000,0.0000,38.9045,25.0509,14.1129,13.7247,21.8858,60.3772
"751010303",0.0000,2.7005,64.8479,22.3715,26.0582,0.0000,37.1685,63.9314
"751010401",0.0000,82.1452,412.8813,148.5544,214.1127,29.5890,294.2729,283.3291
"751010402",2.8661,90.3694,406.0932,171.6888,141.4101,19.6476,226.9181,225.0910
"751020501",0.0000,39.7824,315.2584,90.5313,61.7828,19.2801,164.0637,124.0770
"751020502",0.0000,13.0227,53.0681,25.2406,25.1154,7.7226,34.0005,38.9507
"751020503",0.0000,8.8895,53.5908,19.4188,4.9103,2.3716,15.0346,8.4626
"751020601",2.9415,113.6061,525.4939,258.2693,184.5783,22.8870,168.9863,173.9681
"751020602",0.0000,42.4062,446.0111,216.6548,149.9055,58.9103,139.1722,207.9512
"751020701",0.0000,74.9998,609.7721,256.0337,152.8527,76.6630,334.6187,274.4125
"751020702",0.0000,49.5402,521.2537,235.9690,233.6286,75.1998,161.4961,331.9682
"751020703",3.3067,59.6590,732.2712,374.5587,183.6852,60.2498,130.4140,212.8737
"751020704",0.0000,46.8518,177.6254,64.0106,60.9106,13.9130,31.5596,30.5191
"751020801",0.0000,80.2622,647.1819,291.4551,278.4646,227.1353,201.1307,256.0900
"751020802",0.0000,55.5360,597.6164,279.7200,199.7046,57.9699,185.9231,301.2594
"751020803",0.0000,42.5237,585.6922,238.0081,256.8379,114.4797,249.7005,216.8003
"751020804",0.0000,69.8868,616.9777,321.2252,230.1097,234.8510,163.8947,341.2040
"751020805",0.0000,78.1806,718.3088,356.1902,308.1451,198.1350,240.1665,425.6312
"751030901",0.0000,41.2043,500.2321,231.3099,272.7476,111.4610,245.5001,249.0950
"751030902",0.0000,68.0083,632.6198,272.7029,255.0597,103.0050,232.3175,265.3165
"751030903",0.0000,93.2920,648.6348,272.3525,215.6081,78.3859,163.1911,310.4138
"751030904",0.0000,72.1108,577.4915,286.7201,203.9329,128.3373,161.1443,318.9737
"751030905",0.0000,48.9505,462.1003,257.4162,194.8692,59.9812,127.0457,225.4782
"751031001",2.1447,81.5159,657.0229,279.4633,290.3832,147.4016,209.2890,292.0429
"751031002",3.9121,70.7036,641.0966,290.3077,234.4169,70.8087,307.3509,369.6157
"751031003",0.0000,106.1915,863.7438,385.5205,173.1825,50.7470,236.7370,328.6132
"751031004",0.0000,100.4156,688.9348,277.3720,192.5683,61.1202,297.0129,285.4379
"751031101",0.0000,79.7448,628.2072,273.0907,156.8518,32.9718,274.3984,337.3061
"751031102",0.0000,76.1882,493.0130,239.0422,137.3606,26.4490,230.1556,239.7272
"751031103",0.0000,58.4406,468.1466,195.0952,114.7737,49.3591,384.0604,309.7114
"751031104",0.0000,79.6294,964.9242,372.0881,197.8746,45.1729,337.9614,348.7833
"751031201",0.0000,77.6709,593.6628,250.6595,230.7347,44.3493,201.0748,245.1162
"751031202",2.9611,74.9654,629.9674,237.1002,173.3138,33.5525,200.7947,274.9268
"751031203",0.0000,30.0064,519.4700,305.9418,244.3815,77.2497,307.4929,232.5156
"751031204",0.0000,28.2972,623.1923,272.3026,152.8137,76.6350,222.1992,248.2195
"751041301",0.0000,95.4374,453.5283,261.2687,161.9136,43.9032,289.1159,193.0376
