x;y;d
0.12760323540488283;0.9730746223629347;0.53656994901078
0.2680742040161356;0.21181028069489571;0.5244522936782092
0.3095227410570184;0.7563658480286493;0.526060673752089
0.17925131881020773;0.8722696962310893;0.5373241825539715
0.15951089018501963;0.19902122171744752;0.5287205850683252
0.8968451363914333;0.11572876090384421;0.5309983263432527
0.6932443439622658;0.45262968831909733;0.5280921449190846
0.11844508702686563;0.8869847806950448;0.5292403735733918
0.4742468935979993;0.25029559484650854;0.4898087803764835
0.01824977734943034;0.6948984812038587;0.5101577667987514
0.3396208779661798;0.19110090765148713;0.5325566037161629
0.52583267876901;0.6337128177661443;0.5165032469343692
0.7534876805602347;0.9920428372173692;0.5347313497040286
0.9861254814560882;0.3248505589538032;0.498120869303625
0.4978795447572574;0.6052140509504763;0.534157112509033
0.8239364815228163;0.3571002104414692;0.5452736498585258
0.289039718464306;0.2253104013892674;0.5189435442120391
0.7209017339792515;0.8986936820597736;0.5443784887891994
0.6613879953659176;0.0620297250940568;0.5361009184409034
0.029390869010031073;0.5525255634134258;0.5319927495150581
0.4506772640411212;0.7361786973106972;0.5259935340875288
0.44052328720356904;0.7653046818735736;0.5341521678025676
0.9419808778968716;0.3889705928467335;0.5319183186131438
0.7281507498598946;0.7366311336691247;0.5215669334469338
0.6568973855041017;0.43843273984871256;0.5015746154319836
0.8070117414855533;0.15493848040156155;0.5342283395689649
0.20319541537288077;0.15424395178058703;0.5131890435661973
0.5562407067992131;0.2525508658197707;0.5146944662327024
0.8413109710947217;0.6189915612919636;0.5476063011006553
0.9552385177040577;0.6065918993195837;0.5418053519937012
0.08269097660874247;0.09615727741761959;0.533485490671525
0.4278964586943822;0.6357773951674406;0.5030461223525896
0.5838161259120987;0.3274162685578874;0.5014482043913837
0.9564221005661793;0.4122337171041943;0.5364011137772027
0.4618296249439128;0.21793148080295333;0.4950222754892753
0.046479436123472495;0.1210958674085243;0.5391218880914965
0.558105690163631;0.9487531267921838;0.5123694638572003
0.1414885451664366;0.9071671736112223;0.5511551743916067
0.9739334100096202;0.9161484006649124;0.5263928945677238
0.6549542191012463;0.576058302859474;0.5148634206043908
0.25527342022220456;0.5017216243937804;0.5337996760141728
0.7039953852515136;0.640252965045502;0.544949009475117
0.09651157815951683;0.30861332741601954;0.5220404967709906
0.2868265511130422;0.061481188061444425;0.5383913228114064
0.4386811758276481;0.43116477063055914;0.5132849165731997
0.7370736627518951;0.9052506950803257;0.5346202584204202
0.89232726385409;0.13687744211961905;0.5459362610757156
0.7718502783947598;0.5622733296153396;0.5237006322835459
0.5050013233873621;0.8954268893514257;0.5346346151703324
0.41634832046866055;0.5565306063026076;0.5407781040015371
0.059645903099660336;0.3832124725889826;0.5319501320886921
0.6356870273015306;0.07747348796717579;0.5359297826538143
0.6943932872561411;0.5340189141857348;0.5271832410043814
0.8744665154739008;0.3464566983335422;0.537060729113943
0.41779411264361355;0.5203929677879698;0.5315471314140855
0.8025792215381587;0.3768900435935687;0.5383311582321686
0.13823788863935782;0.7574215299675614;0.5413959517588302
0.9599101795790588;0.30195525562318337;0.5419202968016434
0.7353190342578105;0.4967905215388997;0.5292623751208098
0.8704786089781084;0.9221708008091938;0.5336714535467917
0.1920316035924039;0.26795572832332193;0.5283823026815121
0.9516111220610523;0.14852402744029514;0.502132758181264
0.6276080249814202;0.055230975373516844;0.5271323307676997
0.9669687767824904;0.2632983564725555;0.5488491899912348
0.3270009395655764;0.2480408656581442;0.5288831867855964
0.9916976955406301;0.7633810296390617;0.5272326779485853
0.22260103910563667;0.8202225253757236;0.5317188848394939
0.8213810714393893;0.7064946696007528;0.49756809365642124
0.6462126941933084;0.842464096876972;0.5300160764925037
0.9744842700610029;0.8786157610144393;0.5285957793726507
0.30236025495843477;0.5015264036079975;0.5354575973616021
0.17267152633205207;0.9288874360027003;0.538736735003636
0.9019680184899205;0.6937899539432877;0.5248818866266951
0.5544900643627438;0.010955131334203227;0.5275162088712407
0.6755960837798085;0.719591644876384;0.5376487404967859
0.7786780323127362;0.14489316136455355;0.5000407284674018
0.05702380712213828;0.5793944516985122;0.5229926220590205
0.6738223870659468;0.21764818666550223;0.5361365645837969
0.5190147550387789;0.5438295085879757;0.5117253241081979
0.8276183352946487;0.399758746984915;0.5352172953639877
0.6664098966809299;0.4062283670623399;0.5286663440539199
0.08148217066610353;0.9781992206597995;0.5425993399994106
0.3795804801586736;0.6953933020398758;0.5346211865018968
0.41600756470718403;0.343446647266363;0.5217271871403507
0.5917817878211966;0.047580880322667274;0.5063149036903893
0.8563116295041454;0.9736401355175541;0.5402267701161189
0.9110873288629315;0.3998544547384303;0.5404944736672828
0.951515610300471;0.0028269441253434557;0.5383644616878911
0.40363685921065073;0.12459623855146773;0.5398313752405663
0.9242163484807772;0.41014109993622794;0.5369238252304745
0.3081517306427488;0.40844995957439234;0.4961104742543835
0.2554655145844652;0.47019865320381604;0.5237092106980178
0.46910623779618665;0.12066729123785391;0.5448050925701245
0.5759232989930464;0.19238619541131785;0.49245733877558456
0.9488939541754084;0.22597354018114335;0.5278616028523887
0.29500196904637077;0.35742514129373093;0.5358335567804849
0.9297997531251315;0.2411601373502711;0.5001309958035919
0.23784720633253253;0.3174968221146638;0.5326975596038677
0.3154879217740181;0.0788868646760168;0.5433191375479582
0.7172499873220753;0.3893609294923964;0.5417655682730178
0.14779211132436643;0.6286019350425919;0.5240495142590974
0.27073198821375033;0.7920805039761749;0.5214719920112129
0.03494768700577899;0.30607993218840446;0.5275346368688767
0.6896598637209205;0.4142194571310964;0.5360597346892366
0.6586272733096992;0.017579213402985627;0.561484926956056
0.16030013412472388;0.7021846393750855;0.5407413790849507
0.5811866577692918;0.4461096050922091;0.4784747416901552
0.7812225174653925;0.12579041418788417;0.5301230676521642
0.014464215282193327;0.09886279230091088;0.5008055725497972
0.8943474354797754;0.3289048849452034;0.541644050890311
0.02830780515028375;0.441799213021301;0.5414539505770982
0.4359662328763517;0.661438962379625;0.538187463825752
0.2865709953815708;0.03627316855885088;0.5301294929254446
0.3959071969053688;0.6703890083345859;0.5293465294751282
0.4274630166838822;0.7725001742323515;0.5095969259485637
0.2926458869905628;0.9722235023160046;0.5425033123188368
0.7602797689640919;0.27659851100696287;0.5049269693951216
0.41640132941068897;0.062380711596279226;0.5220375436838045
0.6957865996571688;0.10721777668375798;0.5397756319778136
0.23594641255509818;0.1639212792535254;0.5627254498380191
0.10544035939991081;0.009871226277598066;0.5316842600629509
0.8448602786197814;0.6131075727345858;0.5352380347316447
0.6608504341805898;0.538774302810056;0.5307047143003621
0.8083516337498978;0.039335851309019065;0.5203867955887311
0.05929336835424892;0.684077072634047;0.5449335688294155
0.30341371454716193;0.04217229460953109;0.5366000682619919
0.0625051429093153;0.542649499958974;0.5311938446097576
0.07757447204319756;0.24117809860694672;0.5353835781579687
0.1289576711400462;0.9819146296609544;0.5269356087006943
0.4593138793620408;0.6392772235204733;0.5295454540820989
0.861512864707814;0.5445356596646078;0.49412514275198965
0.9390119343301025;0.5123271183430613;0.5248597816819933
0.11318325896994852;0.24524387603218312;0.5478029095397762
0.05471924259164751;0.4441227089503731;0.5279460948090541
0.7927085340350996;0.7183494129651957;0.5316672973687778
0.70939264789676;0.6493482912954213;0.5022647834151145
0.15757048840817933;0.012203791736767222;0.5410398930679057
0.2215887750709793;0.6797433723620997;0.5453487442711924
0.9452865771705178;0.09768196314057376;0.49623091434176864
0.21113525051454263;0.5927219635271267;0.5236311133511764
0.770295537969637;0.4567993551572407;0.5412631795413836
0.7902545712368325;0.7576328109394945;0.5315805024914708
0.3242950846036471;0.7973283329251926;0.5041898144005864
0.22760156655222052;0.8683575738223179;0.5181220316134582
0.3009028779161512;0.8417591630346238;0.538824607902695
0.8361124260893733;0.627439868033424;0.5058472387159961
0.8716869579014296;0.01841336271429439;0.5214300483642476
0.49149039650817683;0.053024132423970305;0.48967874104047704
0.2933137887904824;0.9535066537703343;0.545643327192574
0.9707436052868004;0.8215276268343545;0.5339213979394745
0.5633216960502537;0.9733209594742284;0.5513106369337363
0.9764988634718875;0.40051932668477797;0.5402897949019845
0.8234928054260853;0.6228590594079866;0.5515709093928567
0.9215854687191031;0.38783231582959854;0.5338945405829266
0.9769222580473262;0.2335228594066714;0.5341045847622299
0.1802293113754696;0.832230107722017;0.5273102160770237
0.6479271744810479;0.014689871304968793;0.5433308314044588
0.7550598642416244;0.2295595457142453;0.5269326444349582
0.39765197891807946;0.661572245056073;0.5528125645452786
0.148967340159064;0.6581687758636877;0.5188002892231259
0.2755568986939714;0.09944175202170358;0.5071209975958246
0.4841622558442408;0.9547990148932521;0.5309850915375931
0.11113021526811273;0.7160244620107948;0.5276973538482066
0.618036581798864;0.12658448548739631;0.5287862861539206
0.04546041747022678;0.9507259789541563;0.5492716323614037
0.7273184738840296;0.5112215490344921;0.5591746193167836
0.6338078996778338;0.7277890665607324;0.5282440685755961
0.9839270431239914;0.6590018921609346;0.5088237751435194
0.7586951762140416;0.5335574413528902;0.5411998687022549
0.3972677948114116;0.3011165048538901;0.5276631153102467
0.33465579479941254;0.23907520481799138;0.5137333544142199
0.3281887086226347;0.5085737420494376;0.5371207647666049
0.5537724978632732;0.4258228269705374;0.5457060901908966
0.8559641096477274;0.7666234583455759;0.5215632281500242
0.12918846675200724;0.07663639248332044;0.5264919590179681
0.5007257297710167;0.4834632164192867;0.5363893582170256
0.7128083835550696;0.4062971031220407;0.5297929068711343
0.9226282044473493;0.25129616760137286;0.5316529014680704
0.0016786332116345282;0.8874535652562032;0.5415157510664281
0.35303195094431317;0.7498250173562898;0.531492393937915
0.09165765548674598;0.29910419493527685;0.5356688443444889
0.6405659536490725;0.6885150493227259;0.5348004810980566
0.4184527688428853;0.580381269308475;0.5208921846312077
0.8024323991623474;0.13237351751744852;0.5267471874647498
0.7549999900865253;0.8185709243910693;0.5377305398119764
