x;y;d
0.12760323540488283;0.9730746223629347;0.5321429183887807
0.2680742040161356;0.21181028069489571;0.5321429183887814
0.3095227410570184;0.7563658480286493;0.5321429183887806
0.17925131881020773;0.8722696962310893;0.5321429183887818
0.15951089018501963;0.19902122171744752;0.5321429183887817
0.8968451363914333;0.11572876090384421;0.5321429183887806
0.6932443439622658;0.45262968831909733;0.5321429183887811
0.11844508702686563;0.8869847806950448;0.5321429183887814
0.4742468935979993;0.25029559484650854;0.5321429183887814
0.01824977734943034;0.6948984812038587;0.5321429183887794
0.3396208779661798;0.19110090765148713;0.5321429183887807
0.52583267876901;0.6337128177661443;0.5321429183887804
0.7534876805602347;0.9920428372173692;0.5321429183887804
0.9861254814560882;0.3248505589538032;0.53214291838878
0.4978795447572574;0.6052140509504763;0.5321429183887801
0.8239364815228163;0.3571002104414692;0.5321429183887804
0.289039718464306;0.2253104013892674;0.5321429183887793
0.7209017339792515;0.8986936820597736;0.5321429183887801
0.6613879953659176;0.0620297250940568;0.5321429183887806
0.029390869010031073;0.5525255634134258;0.5321429183887803
0.4506772640411212;0.7361786973106972;0.5321429183887804
0.44052328720356904;0.7653046818735736;0.5321429183887806
0.9419808778968716;0.3889705928467335;0.53214291838878
0.7281507498598946;0.7366311336691247;0.5321429183887809
0.6568973855041017;0.43843273984871256;0.5321429183887811
0.8070117414855533;0.15493848040156155;0.5321429183887804
0.20319541537288077;0.15424395178058703;0.532142918388781
0.5562407067992131;0.2525508658197707;0.5321429183887817
0.8413109710947217;0.6189915612919636;0.5321429183887812
0.9552385177040577;0.6065918993195837;0.5321429183887809
0.08269097660874247;0.09615727741761959;0.5321429183887805
0.4278964586943822;0.6357773951674406;0.5321429183887809
0.5838161259120987;0.3274162685578874;0.5321429183887789
0.9564221005661793;0.4122337171041943;0.5321429183887794
0.4618296249439128;0.21793148080295333;0.5321429183887796
0.046479436123472495;0.1210958674085243;0.5321429183887795
0.558105690163631;0.9487531267921838;0.5321429183887795
0.1414885451664366;0.9071671736112223;0.5321429183887797
0.9739334100096202;0.9161484006649124;0.5321429183887805
0.6549542191012463;0.576058302859474;0.5321429183887811
0.25527342022220456;0.5017216243937804;0.5321429183887805
0.7039953852515136;0.640252965045502;0.5321429183887819
0.09651157815951683;0.30861332741601954;0.53214291838878
0.2868265511130422;0.061481188061444425;0.5321429183887805
0.4386811758276481;0.43116477063055914;0.5321429183887797
0.7370736627518951;0.9052506950803257;0.5321429183887799
0.89232726385409;0.13687744211961905;0.5321429183887808
0.7718502783947598;0.5622733296153396;0.5321429183887799
0.5050013233873621;0.8954268893514257;0.5321429183887822
0.41634832046866055;0.5565306063026076;0.5321429183887814
0.059645903099660336;0.3832124725889826;0.5321429183887814
0.6356870273015306;0.07747348796717579;0.5321429183887797
0.6943932872561411;0.5340189141857348;0.5321429183887795
0.8744665154739008;0.3464566983335422;0.5321429183887803
0.41779411264361355;0.5203929677879698;0.5321429183887791
0.8025792215381587;0.3768900435935687;0.5321429183887808
0.13823788863935782;0.7574215299675614;0.5321429183887797
0.9599101795790588;0.30195525562318337;0.5321429183887799
0.7353190342578105;0.4967905215388997;0.5321429183887811
0.8704786089781084;0.9221708008091938;0.5321429183887791
0.1920316035924039;0.26795572832332193;0.5321429183887793
0.9516111220610523;0.14852402744029514;0.5321429183887821
0.6276080249814202;0.055230975373516844;0.5321429183887806
0.9669687767824904;0.2632983564725555;0.5321429183887795
0.3270009395655764;0.2480408656581442;0.5321429183887818
0.9916976955406301;0.7633810296390617;0.5321429183887821
0.22260103910563667;0.8202225253757236;0.5321429183887808
0.8213810714393893;0.7064946696007528;0.5321429183887811
0.6462126941933084;0.842464096876972;0.5321429183887793
0.9744842700610029;0.8786157610144393;0.5321429183887822
0.30236025495843477;0.5015264036079975;0.5321429183887796
0.17267152633205207;0.9288874360027003;0.5321429183887806
0.9019680184899205;0.6937899539432877;0.5321429183887803
0.5544900643627438;0.010955131334203227;0.5321429183887794
0.6755960837798085;0.719591644876384;0.5321429183887801
0.7786780323127362;0.14489316136455355;0.5321429183887807
0.05702380712213828;0.5793944516985122;0.5321429183887787
0.6738223870659468;0.21764818666550223;0.5321429183887814
0.5190147550387789;0.5438295085879757;0.5321429183887806
0.8276183352946487;0.399758746984915;0.532142918388781
0.6664098966809299;0.4062283670623399;0.53214291838878
0.08148217066610353;0.9781992206597995;0.5321429183887808
0.3795804801586736;0.6953933020398758;0.5321429183887801
0.41600756470718403;0.343446647266363;0.5321429183887791
0.5917817878211966;0.047580880322667274;0.5321429183887819
0.8563116295041454;0.9736401355175541;0.5321429183887814
0.9110873288629315;0.3998544547384303;0.532142918388779
0.951515610300471;0.0028269441253434557;0.532142918388782
0.40363685921065073;0.12459623855146773;0.5321429183887816
0.9242163484807772;0.41014109993622794;0.5321429183887791
