114,43519.00,14506.33,161.00,53.67,17.00,5.67,114.00,38.00,0.00,0.00,13236.00,4412.00,13692.00,4564.00,0.00,,13236.00,4412.00,13692.00,4564.00,0.00,,13236.00,4412.00,13692.00,4564.00,0.00,,0.00,
150,17087.00,8543.50,73.00,36.50,12.00,6.00,150.00,75.00,0.00,0.00,8824.00,4412.00,2757.00,1378.50,78.07,39.03,8824.00,4412.00,2757.00,1378.50,76.89,38.45,8824.00,4412.00,2757.00,1378.50,78.07,39.03,-1.17,-0.59
324,20754.00,6918.00,83.00,27.67,13.00,4.33,324.00,108.00,0.00,0.00,13236.00,4412.00,5416.00,1805.33,100.99,33.66,13236.00,4412.00,5416.00,1805.33,101.89,33.96,13236.00,4412.00,5416.00,1805.33,100.99,33.66,0.89,0.30
180,41917.00,13972.33,161.00,53.67,17.00,5.67,180.00,60.00,0.00,0.00,13236.00,4412.00,13485.00,4495.00,0.00,,13236.00,4412.00,13485.00,4495.00,0.00,,13236.00,4412.00,13485.00,4495.00,0.00,,0.00,
357,235270.00,19605.83,881.00,73.42,62.00,5.17,357.00,29.75,0.00,0.00,52944.00,4412.00,109743.00,9145.25,0.00,,52944.00,4412.00,109743.00,9145.25,0.00,,52944.00,4412.00,109743.00,9145.25,0.00,,0.00,
116,20568.00,6856.00,83.00,27.67,13.00,4.33,116.00,38.67,0.00,0.00,13236.00,4412.00,9022.00,3007.33,126.95,42.32,13236.00,4412.00,9022.00,3007.33,126.97,42.32,13236.00,4412.00,9022.00,3007.33,126.95,42.32,0.02,0.01
283,283.00,283.00,1.00,1.00,7.00,7.00,283.00,283.00,0.00,0.00,4412.00,4412.00,1941.00,1941.00,67.00,67.00,4412.00,4412.00,1941.00,1941.00,67.99,67.99,4412.00,4412.00,1941.00,1941.00,67.00,67.00,0.98,0.98
179,168265.00,18696.11,641.00,71.22,47.00,5.22,179.00,19.89,0.00,0.00,39708.00,4412.00,76854.00,8539.33,0.00,,39708.00,4412.00,76854.00,8539.33,0.00,,39708.00,4412.00,76854.00,8539.33,0.00,,0.00,
338,214130.00,19466.36,801.00,72.82,57.00,5.18,338.00,30.73,0.00,0.00,48532.00,4412.00,82340.00,7485.45,407.96,40.80,48532.00,4412.00,82340.00,7485.45,374.71,37.47,48532.00,4412.00,82340.00,7485.45,407.96,40.80,-33.24,-3.32
185,83781.00,16756.20,321.00,64.20,27.00,5.40,185.00,37.00,0.00,0.00,22060.00,4412.00,34340.00,6868.00,59.05,59.05,22060.00,4412.00,34340.00,6868.00,60.11,60.11,22060.00,4412.00,34340.00,6868.00,59.05,59.05,1.06,1.06
